6,12,18,24,30,36
6,12,18,24,30,36
6,12,19,24,30,36
6,12,18,23,30,36
6,12,18,24,30,36
6,12,18,24,30,36
5,12,17,24,30,36
6,12,17,24,30,36
5,12,18,24,31,37
3,12,17,24,30,38
5,13,19,27,30,39
3,9,15,23,32,39
5,13,18,25,31,41
4,10,15,22,31,37
5,14,19,29,30,38
4,12,18,23,32,39
6,13,17,24,29,39
7,12,18,24,31,38
